edge_id,source_id,source_title_ja,target_id,target_title_ja,type_ja,type_en,strength,render_class,importance,importance_ja,importance_note,reason,audit_status,audit_basis,audit_source_url,last_verified,management_notes,audit_confidence,audit_source_kind,relation_scope,directness,continuity_scope,render_relation_map,render_chronology,render_prewatch,evidence_level,proxy_note,relation_kind,prewatch_tier,prewatch_reason,prewatch_basis,prewatch_review_status,prewatch_last_reviewed
avengers-endgame-2019 -> eternals-2021,avengers-endgame-2019,アベンジャーズ／エンドゲーム,eternals-2021,エターナルズ,ブリップ後の人口回復が物語を起動,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ブリップからの人口回復がエマージェンス進行の前提として語られる。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
avengers-endgame-2019 -> she-hulk-attorney-at-law-2022,avengers-endgame-2019,アベンジャーズ／エンドゲーム,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,スマート・ハルク状態の継続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ブルースのスマート・ハルク状態と家族関係が『シー・ハルク』へ継続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-incredible-hulk-2008 -> she-hulk-attorney-at-law-2022,the-incredible-hulk-2008,インクレディブル・ハルク,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,ハルク／アボミネーションの再接続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ブルース・バナーとエミル・ブロンスキー／アボミネーションの枝を再接続。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-incredible-hulk-2008 -> shang-chi-and-the-legend-of-the-ten-rings-2021,the-incredible-hulk-2008,インクレディブル・ハルク,shang-chi-and-the-legend-of-the-ten-rings-2021,シャン・チー／テン・リングスの伝説,アボミネーション再登場,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,アボミネーションがウォンとともに再登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
shang-chi-and-the-legend-of-the-ten-rings-2021 -> she-hulk-attorney-at-law-2022,shang-chi-and-the-legend-of-the-ten-rings-2021,シャン・チー／テン・リングスの伝説,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,ウォン／アボミネーション継続,reaudit connection,medium,dashed,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ウォンとブロンスキーの関係が『シー・ハルク』で扱われる。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,true,legacy-structured,,character_continuity,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
the-incredible-hulk-2008 -> captain-america-brave-new-world-2025,the-incredible-hulk-2008,インクレディブル・ハルク,captain-america-brave-new-world-2025,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,ロス／リーダー長期回収,reaudit connection,very strong,solid_thick,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,サディアス・ロスとサミュエル・スターンズ／リーダーを長期的に回収。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,direct,same_or_intended,true,true,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
guardians-of-the-galaxy-vol-2-2017 -> i-am-groot-s1-2022,guardians-of-the-galaxy-vol-2-2017,ガーディアンズ・オブ・ギャラクシー：リミックス,i-am-groot-s1-2022,アイ・アム・グルート S1,ベビー・グルート時期の短編継続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,ベビー・グルート期の短編群。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
captain-marvel-2019 -> secret-invasion-2023,captain-marvel-2019,キャプテン・マーベル,secret-invasion-2023,シークレット・インベージョン,フューリー／タロス／スクラル枝の継続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,フューリー、タロス、スクラル問題を『キャプテン・マーベル』から引き継ぐ。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,true,legacy-structured,,world_lore,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
secret-invasion-2023 -> the-marvels-2023,secret-invasion-2023,シークレット・インベージョン,the-marvels-2023,マーベルズ,フューリー／スクラル情勢の隣接,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,フューリーとスクラルを扱う直近シリーズとして隣接。ただし直接続編とは扱わない。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,world_lore,indirect,same_or_intended,true,false,false,legacy-structured,,world_lore,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
daredevil-s3-2018 -> she-hulk-attorney-at-law-2022,daredevil-s3-2018,デアデビル S3,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,マット・マードック再登場,reaudit connection,strong,solid,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,Netflix期のマット・マードック／デアデビルがMCU側作品へ再登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
spider-man-no-way-home-2021 -> she-hulk-attorney-at-law-2022,spider-man-no-way-home-2021,スパイダーマン：ノー・ウェイ・ホーム,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,マット・マードックMCU客演の継続,reaudit connection,medium,dashed,reference,参照,客演・設定共有・別宇宙・出演確認などの参照接続。「全線」で表示、表示時も選択作品への直接接続だけ補助点灯。,『ノー・ウェイ・ホーム』で再登場したマットが『シー・ハルク』にも登場。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,character,proxy,same_or_intended,true,false,false,legacy-structured,,character_continuity,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
she-hulk-attorney-at-law-2022 -> daredevil-born-again-s1-2025,she-hulk-attorney-at-law-2022,シー・ハルク：ザ・アトーニー,daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,デアデビル現行MCU枝への継続,reaudit connection,strong,solid,recommended,推奨,理解を助ける重要なクロスオーバー／人物・イベント継続。選択作品へ直接1段だけ付加し、ここからは再帰伝播しない。,マット／デアデビルの現行MCU客演から『ボーン・アゲイン』へ。,structure-reviewed,IDs・重複・自己ループ・方向グラフ整合を監査。外部根拠は必要な接続のみ別途確認。,,2026-08-26,,medium,internal-structure,story,indirect,same_or_intended,true,false,true,legacy-structured,,story_link,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy-importance-reviewed,reviewed-v4,2026-08-26
